met_name,met_base,taxon,pathway,stage,mean_flux,std_flux,n_samples,taxon_full,da_early,da_adv
Deoxycytidine,dcyt,onderdonkii,Other,Advanced_CRC,97.39394566786865,,1,Alistipes onderdonkii,True,False
Formate,for,prausnitzii,Other,Advanced_CRC,95.72518664622002,,1,Faecalibacterium prausnitzii,True,False
Formate,for,intestini,Other,Advanced_CRC,94.84803078230544,,1,intestini,True,False
Glycine,gly,bifidum,Amino Acid,Advanced_CRC,89.82802961592529,2.4584619224411624,6,Bifidobacterium bifidum,False,True
Propionate,ppa,prausnitzii,SCFA,Advanced_CRC,87.70922946872948,,1,Faecalibacterium prausnitzii,True,False
Ornithine,orn,faecis,Polyamine,Advanced_CRC,84.86878302459434,22.67118001840087,116,faecis,False,True
Uridine,uri,faecis,Other,Advanced_CRC,83.63625411248701,26.719027624676706,51,faecis,False,True
Indole,indole,hadrus,Other,Advanced_CRC,80.50802986395739,31.13100304243919,11,Anaerostipes hadrus,False,True
Indole,indole,onderdonkii,Other,Advanced_CRC,77.1327637473809,33.67248455772024,39,Alistipes onderdonkii,True,False
2obut,2obut,faecis,Other,Advanced_CRC,76.36498748135318,,1,faecis,False,True
Guanine,gua,faecis,Other,Advanced_CRC,76.074563948408,34.06251177172877,54,faecis,False,True
Alanine,ala_L,intestini,Amino Acid,Advanced_CRC,75.94577620642144,31.424805751264415,7,intestini,True,False
Valine,val_L,wadsworthia,Other,Advanced_CRC,74.76987828853149,29.432334464260546,4,Bilophila wadsworthia,False,True
Tryptophan,trp_L,hadrus,Indole / Tryptophan,Advanced_CRC,73.77977886306292,33.94719548480845,2,Anaerostipes hadrus,False,True
Riboflavin,ribflv,prausnitzii,Other,Advanced_CRC,73.75787398902843,13.008192169442232,3,Faecalibacterium prausnitzii,True,False
Phosphate,pi,onderdonkii,Other,Advanced_CRC,70.88899761007701,28.43326408338942,105,Alistipes onderdonkii,True,False
Phenylalanine,phe_L,bifidum,Other,Advanced_CRC,70.38029219034732,30.819811158678124,14,Bifidobacterium bifidum,False,True
Adenosine,adn,onderdonkii,Other,Advanced_CRC,69.66895266959695,34.36140501731921,45,Alistipes onderdonkii,True,False
Uridine,uri,onderdonkii,Other,Advanced_CRC,69.6583930843102,36.16270279739202,49,Alistipes onderdonkii,True,False
Glycine,gly,prausnitzii,Amino Acid,Advanced_CRC,67.48698670999958,22.49301930435811,12,Faecalibacterium prausnitzii,True,False
Glutamine,gln_L,bifidum,Amino Acid,Advanced_CRC,66.98405422597949,26.15049950167283,12,Bifidobacterium bifidum,False,True
D-Lactate,lac_D,prausnitzii,Other,Advanced_CRC,66.59069373429757,25.26519538072626,15,Faecalibacterium prausnitzii,True,False
Nicotinamide,ncam,faecis,Other,Advanced_CRC,65.03014773118166,,1,faecis,False,True
Guanosine,gsn,faecis,Other,Advanced_CRC,64.40812666263928,32.98097928119531,20,faecis,False,True
Hydrogen Sulfide,h2s,bifidum,Other,Advanced_CRC,64.03483725213509,34.010357187284214,12,Bifidobacterium bifidum,False,True
D-Lactate,lac_D,intestini,Other,Advanced_CRC,63.82014213348297,36.09693705851219,5,intestini,True,False
Phosphate,pi,intestinihominis,Other,Advanced_CRC,63.46550881580461,36.719074147544724,36,intestinihominis,True,False
Threonine,thr_L,inulinivorans,Amino Acid,Advanced_CRC,63.23450332977269,,1,Roseburia inulinivorans,True,False
Acetate,ac,faecis,SCFA,Advanced_CRC,62.000731792514635,29.186712809635413,39,faecis,False,True
Asparagine,asn_L,prausnitzii,Other,Advanced_CRC,61.064180572013086,45.76982218902261,2,Faecalibacterium prausnitzii,True,False
Succinate,succ,wadsworthia,Other,Advanced_CRC,60.70823512853485,26.37020764445734,22,Bilophila wadsworthia,False,True
Deoxyadenosine,dad_2,onderdonkii,Other,Advanced_CRC,60.36179286597976,40.268706746091226,63,Alistipes onderdonkii,True,False
Guanosine,gsn,onderdonkii,Other,Advanced_CRC,59.88908361660027,36.36501817220713,16,Alistipes onderdonkii,True,False
Water,h2o,intestini,Other,Advanced_CRC,59.2374791106028,48.41910729967826,2,intestini,True,False
Butyrate,but,intestini,SCFA,Advanced_CRC,59.216138191621134,36.52342627640862,6,intestini,True,False
Glutamine,gln_L,onderdonkii,Amino Acid,Advanced_CRC,59.06146544420835,32.21222337150846,63,Alistipes onderdonkii,True,False
Alanine,ala_L,onderdonkii,Amino Acid,Advanced_CRC,58.72574900611499,29.426228361907075,22,Alistipes onderdonkii,True,False
Ammonium,nh4,hadrus,Other,Advanced_CRC,58.56434125585213,27.991531565275135,56,Anaerostipes hadrus,False,True
Alanine,ala_L,faecis,Amino Acid,Advanced_CRC,58.083636607884,18.858702112235946,11,faecis,False,True
Xanthine,xan,bifidum,Other,Advanced_CRC,57.70025374915647,12.892349593775524,3,Bifidobacterium bifidum,False,True
Lactate,lac_L,bifidum,Other,Advanced_CRC,57.566491955665086,38.94980544858962,2,Bifidobacterium bifidum,False,True
Formate,for,bifidum,Other,Advanced_CRC,57.27468177626374,33.50875109207272,3,Bifidobacterium bifidum,False,True
Glutamine,gln_L,faecis,Amino Acid,Advanced_CRC,57.15798345608879,33.67697093724148,50,faecis,False,True
Threonine,thr_L,wadsworthia,Amino Acid,Advanced_CRC,57.14285714285177,,1,Bilophila wadsworthia,False,True
Water,h2o,onderdonkii,Other,Advanced_CRC,57.108095387596734,29.238277185236022,17,Alistipes onderdonkii,True,False
Aspartate,asp_L,faecis,Amino Acid,Advanced_CRC,56.591988011689175,26.118279941118466,25,faecis,False,True
Acetaldehyde,acald,bifidum,Other,Advanced_CRC,56.32531938994318,0.36789323553514985,2,Bifidobacterium bifidum,False,True
Proton,h,faecis,Other,Advanced_CRC,56.267446964960484,28.69574224568291,13,faecis,False,True
Lactate,lac_L,hadrus,Other,Advanced_CRC,56.250614410876345,23.631360288006203,10,Anaerostipes hadrus,False,True
Glutathione (reduced),gthrd,prausnitzii,Other,Advanced_CRC,55.04475032782466,35.04619038685909,6,Faecalibacterium prausnitzii,True,False
CO2,co2,inulinivorans,Other,Advanced_CRC,54.716614364774586,30.02866086378736,48,Roseburia inulinivorans,True,False
Ammonium,nh4,intestini,Other,Advanced_CRC,54.617888119224936,32.621994137850606,4,intestini,True,False
Uridine,uri,intestinihominis,Other,Advanced_CRC,54.440308668741,35.8294018698567,10,intestinihominis,True,False
Valine,val_L,bifidum,Other,Advanced_CRC,54.09922418796399,33.53172307616289,12,Bifidobacterium bifidum,False,True
Glutamate,glu_L,inulinivorans,Amino Acid,Advanced_CRC,54.096896716147626,,1,Roseburia inulinivorans,True,False
Succinate,succ,intestinihominis,Other,Advanced_CRC,54.04255784471171,38.9577129218784,35,intestinihominis,True,False
Fructose,fru,prausnitzii,Other,Advanced_CRC,53.711564116663396,26.645529291396862,32,Faecalibacterium prausnitzii,True,False
Fumarate,fum,wadsworthia,Other,Advanced_CRC,53.56597804225094,37.27425251419147,12,Bilophila wadsworthia,False,True
Ammonium,nh4,faecis,Other,Advanced_CRC,53.54699797280303,30.35089196091013,37,faecis,False,True
Acetate,ac,hadrus,SCFA,Advanced_CRC,53.224502905188636,30.03474748814174,19,Anaerostipes hadrus,False,True
D-Lactate,lac_D,hadrus,Other,Advanced_CRC,52.751762939115906,27.374471883744658,24,Anaerostipes hadrus,False,True
Arginine,arg_L,faecis,Polyamine,Advanced_CRC,52.6898248091065,31.461947865445985,25,faecis,False,True
Tetrahydrofolate,thf,bifidum,Other,Advanced_CRC,52.13524540615239,45.44609988356838,2,Bifidobacterium bifidum,False,True
Ammonium,nh4,prausnitzii,Other,Advanced_CRC,51.53392467696842,25.756297813736523,25,Faecalibacterium prausnitzii,True,False
Acetate,ac,intestini,SCFA,Advanced_CRC,51.48519576577288,0.8316029252138397,8,intestini,True,False
D-Lactate,lac_D,onderdonkii,Other,Advanced_CRC,51.36972156446378,30.555985837317674,19,Alistipes onderdonkii,True,False
Alpha-Ketoglutarate,akg,onderdonkii,Other,Advanced_CRC,51.17977199847661,36.7839885504449,34,Alistipes onderdonkii,True,False
Succinate,succ,faecis,Other,Advanced_CRC,51.13428881352279,25.443999160566317,35,faecis,False,True
Ammonium,nh4,intestinihominis,Other,Advanced_CRC,51.11443358837764,36.301938766953704,16,intestinihominis,True,False
Ethanol,etoh,bifidum,Other,Advanced_CRC,50.427555726064895,39.86490752538284,3,Bifidobacterium bifidum,False,True
Glutathione (oxidized),gthox,prausnitzii,Other,Advanced_CRC,50.0,,1,Faecalibacterium prausnitzii,True,False
Hydrogen,h2,intestini,Other,Advanced_CRC,49.95562374075435,,1,intestini,True,False
Water,h2o,wadsworthia,Other,Advanced_CRC,49.86501513427761,27.606382851362767,27,Bilophila wadsworthia,False,True
Lactate,lac_L,wadsworthia,Other,Advanced_CRC,49.72611661095687,26.015191409219298,25,Bilophila wadsworthia,False,True
Aspartate,asp_L,prausnitzii,Amino Acid,Advanced_CRC,49.724802893493546,31.03687917783372,26,Faecalibacterium prausnitzii,True,False
Proline,pro_L,wadsworthia,Amino Acid,Advanced_CRC,49.59458230981043,28.392216070711513,37,Bilophila wadsworthia,False,True
Ammonium,nh4,bifidum,Other,Advanced_CRC,49.58816120268307,23.516071851207478,4,Bifidobacterium bifidum,False,True
Proton,h,wadsworthia,Other,Advanced_CRC,49.33228880885295,23.764899341975468,6,Bilophila wadsworthia,False,True
Water,h2o,prausnitzii,Other,Advanced_CRC,49.299588149586945,19.43301988893632,6,Faecalibacterium prausnitzii,True,False
Uracil,ura,prausnitzii,Other,Advanced_CRC,49.27091808714411,29.789961004015947,23,Faecalibacterium prausnitzii,True,False
Cholate,cholate,hadrus,Bile Acid,Advanced_CRC,49.19570561508141,27.150935607903158,9,Anaerostipes hadrus,False,True
Aspartate,asp_L,onderdonkii,Amino Acid,Advanced_CRC,49.008414098181916,29.200360981819685,40,Alistipes onderdonkii,True,False
Uridine,uri,bifidum,Other,Advanced_CRC,48.993910078289105,50.09803925847139,2,Bifidobacterium bifidum,False,True
Lysine,lys_L,intestinihominis,Amino Acid,Advanced_CRC,48.72312889065123,46.948943642597214,7,intestinihominis,True,False
Ethanol,etoh,intestini,Other,Advanced_CRC,48.64339105073393,17.85768005735083,9,intestini,True,False
Water,h2o,faecis,Other,Advanced_CRC,48.603014341955735,27.550462286356748,18,faecis,False,True
Asparagine,asn_L,inulinivorans,Other,Advanced_CRC,48.53239122237776,20.931347734531283,5,Roseburia inulinivorans,True,False
Alanine,ala_L,wadsworthia,Amino Acid,Advanced_CRC,48.29769213307398,19.338624194770425,21,Bilophila wadsworthia,False,True
Proline,pro_L,bifidum,Amino Acid,Advanced_CRC,47.933571578417954,27.906320624659692,5,Bifidobacterium bifidum,False,True
Aspartate,asp_L,inulinivorans,Amino Acid,Advanced_CRC,47.8922581330711,31.972366655389102,41,Roseburia inulinivorans,True,False
Acetaldehyde,acald,intestini,Other,Advanced_CRC,47.831576422025705,17.54625857106695,5,intestini,True,False
Glycine,gly,intestini,Amino Acid,Advanced_CRC,47.54499451796466,37.70218588554588,8,intestini,True,False
Valine,val_L,faecis,Other,Advanced_CRC,47.490961147344095,28.917827960611252,11,faecis,False,True
Aspartate,asp_L,wadsworthia,Amino Acid,Advanced_CRC,47.33868973443749,26.17010992604183,14,Bilophila wadsworthia,False,True
GABA,4abut,onderdonkii,Other,Advanced_CRC,46.96202997817171,41.8377756537711,2,Alistipes onderdonkii,True,False
Fumarate,fum,prausnitzii,Other,Advanced_CRC,46.90439537474815,37.62003973076231,10,Faecalibacterium prausnitzii,True,False
Valine,val_L,intestini,Other,Advanced_CRC,46.8380471697208,10.040859416495099,3,intestini,True,False
Lysine,lys_L,bifidum,Amino Acid,Advanced_CRC,46.71014926140393,37.440237869206904,12,Bifidobacterium bifidum,False,True
Water,h2o,intestinihominis,Other,Advanced_CRC,46.63527691871271,24.037397456410122,31,intestinihominis,True,False
Proton,h,onderdonkii,Other,Advanced_CRC,46.11126450685058,27.908736034123073,12,Alistipes onderdonkii,True,False
Adenine,ade,faecis,Other,Advanced_CRC,45.80467488752175,29.994134491254954,16,faecis,False,True
Proton,h,prausnitzii,Other,Advanced_CRC,45.70251121940484,37.391652595565155,3,Faecalibacterium prausnitzii,True,False
Acetaldehyde,acald,onderdonkii,Other,Advanced_CRC,45.604674852366244,29.02870366161432,23,Alistipes onderdonkii,True,False
Butyrate,but,hadrus,SCFA,Advanced_CRC,45.45457140999809,26.35422364276831,22,Anaerostipes hadrus,False,True
Deoxyadenosine,dad_2,faecis,Other,Advanced_CRC,45.01829350399659,30.215881226959905,13,faecis,False,True
Lysine,lys_L,faecis,Amino Acid,Advanced_CRC,44.846685447969314,29.477708471725713,6,faecis,False,True
CO2,co2,bifidum,Other,Advanced_CRC,44.608601253258364,28.198119588024483,10,Bifidobacterium bifidum,False,True
Glycine,gly,inulinivorans,Amino Acid,Advanced_CRC,44.563001868725735,7.689076495845242,2,Roseburia inulinivorans,True,False
Asparagine,asn_L,hadrus,Other,Advanced_CRC,44.44444444444438,,1,Anaerostipes hadrus,False,True
Glutamate,glu_L,hadrus,Amino Acid,Advanced_CRC,44.44444444444437,,1,Anaerostipes hadrus,False,True
Ethanol,etoh,prausnitzii,Other,Advanced_CRC,44.04469289394029,8.329129525311817,4,Faecalibacterium prausnitzii,True,False
CO2,co2,wadsworthia,Other,Advanced_CRC,43.93717287827159,29.157519548053134,48,Bilophila wadsworthia,False,True
Acetate,ac,onderdonkii,SCFA,Advanced_CRC,43.629780720485776,31.199909696063003,13,Alistipes onderdonkii,True,False
Formate,for,onderdonkii,Other,Advanced_CRC,43.580389276447654,35.95863141866735,15,Alistipes onderdonkii,True,False
CO2,co2,faecis,Other,Advanced_CRC,43.2001292448299,30.83235487511224,26,faecis,False,True
Acetaldehyde,acald,prausnitzii,Other,Advanced_CRC,43.12322417060077,27.23502570595648,14,Faecalibacterium prausnitzii,True,False
Lactate,lac_L,inulinivorans,Other,Advanced_CRC,42.94255003253784,29.44797802913113,30,Roseburia inulinivorans,True,False
Lysine,lys_L,inulinivorans,Amino Acid,Advanced_CRC,42.793735246947634,32.43401678654956,13,Roseburia inulinivorans,True,False
Aspartate,asp_L,hadrus,Amino Acid,Advanced_CRC,42.55199108016731,29.915620189105677,23,Anaerostipes hadrus,False,True
Ethanol,etoh,inulinivorans,Other,Advanced_CRC,42.38874203887218,25.73038418783725,44,Roseburia inulinivorans,True,False
Glycerol-3-Phosphate,glyc3p,intestinihominis,Other,Advanced_CRC,42.35319189303222,35.867811816259604,15,intestinihominis,True,False
Serine,ser_L,prausnitzii,Other,Advanced_CRC,42.293856061333344,31.61473477171012,11,Faecalibacterium prausnitzii,True,False
12dhchol,12dhchol,prausnitzii,Other,Advanced_CRC,42.28480443518878,25.652576226269197,48,Faecalibacterium prausnitzii,True,False
Ammonium,nh4,wadsworthia,Other,Advanced_CRC,42.21274726994293,21.36322672781315,12,Bilophila wadsworthia,False,True
12dhchol,12dhchol,hadrus,Other,Advanced_CRC,41.887334953327134,26.738177028426506,22,Anaerostipes hadrus,False,True
Water,h2o,hadrus,Other,Advanced_CRC,41.803331427091905,29.11172036102324,17,Anaerostipes hadrus,False,True
Threonine,thr_L,bifidum,Amino Acid,Advanced_CRC,41.643129829859255,40.94340305312517,2,Bifidobacterium bifidum,False,True
Deoxyadenosine,dad_2,bifidum,Other,Advanced_CRC,41.63811290110742,22.311503154582542,4,Bifidobacterium bifidum,False,True
Ammonium,nh4,onderdonkii,Other,Advanced_CRC,41.502147180574426,31.866996601603947,7,Alistipes onderdonkii,True,False
Proton,h,intestinihominis,Other,Advanced_CRC,41.26331213374219,29.772478881499197,18,intestinihominis,True,False
Serine,ser_L,hadrus,Other,Advanced_CRC,40.641866543338466,24.205108638317448,9,Anaerostipes hadrus,False,True
D-Lactate,lac_D,faecis,Other,Advanced_CRC,40.50101820021716,30.215940008973593,20,faecis,False,True
Valine,val_L,prausnitzii,Other,Advanced_CRC,40.40351468755496,32.723537267639735,18,Faecalibacterium prausnitzii,True,False
Proton,h,hadrus,Other,Advanced_CRC,40.0857030347624,26.720478826970613,54,Anaerostipes hadrus,False,True
Proline,pro_L,inulinivorans,Amino Acid,Advanced_CRC,40.0,,1,Roseburia inulinivorans,True,False
Acetate,ac,inulinivorans,SCFA,Advanced_CRC,39.57013059749107,31.547242233766447,11,Roseburia inulinivorans,True,False
N-Acetylglucosamine,acgam,prausnitzii,Other,Advanced_CRC,39.35297883327388,14.37010976889449,3,Faecalibacterium prausnitzii,True,False
Deoxyguanosine,dgsn,bifidum,Other,Advanced_CRC,39.233951674527376,38.59609044824383,5,Bifidobacterium bifidum,False,True
Malate,mal_L,intestini,Other,Advanced_CRC,38.868075920254526,33.27802781842439,5,intestini,True,False
D-Lactate,lac_D,inulinivorans,Other,Advanced_CRC,38.600611825351265,25.584262054355115,24,Roseburia inulinivorans,True,False
CO2,co2,hadrus,Other,Advanced_CRC,38.59237287805965,20.48112606152931,33,Anaerostipes hadrus,False,True
Fumarate,fum,intestini,Other,Advanced_CRC,38.58998146629714,32.96724405564951,3,intestini,True,False
Acetate,ac,prausnitzii,SCFA,Advanced_CRC,38.49412630307984,30.3977249963035,5,Faecalibacterium prausnitzii,True,False
Nicotinate,nac,faecis,Other,Advanced_CRC,38.475403049706756,26.12892965940855,12,faecis,False,True
Cysteine,cys_L,prausnitzii,Other,Advanced_CRC,38.24995289205783,23.945816577555863,63,Faecalibacterium prausnitzii,True,False
3mop,3mop,prausnitzii,Other,Advanced_CRC,38.04534045087405,34.530781049251765,52,Faecalibacterium prausnitzii,True,False
Glutamine,gln_L,prausnitzii,Amino Acid,Advanced_CRC,37.84034449686756,30.10538648574192,16,Faecalibacterium prausnitzii,True,False
Butyrate,but,prausnitzii,SCFA,Advanced_CRC,37.80219746312657,5.498283847770819,2,Faecalibacterium prausnitzii,True,False
Tetradecanoate,ttdca,wadsworthia,Other,Advanced_CRC,37.56729054429456,35.48159429270069,3,Bilophila wadsworthia,False,True
CO2,co2,onderdonkii,Other,Advanced_CRC,37.41851727879036,28.48432676864788,24,Alistipes onderdonkii,True,False
Acetaldehyde,acald,inulinivorans,Other,Advanced_CRC,37.2335883839253,26.061250171053274,50,Roseburia inulinivorans,True,False
Succinate,succ,hadrus,Other,Advanced_CRC,36.84116785731267,21.07759877761775,26,Anaerostipes hadrus,False,True
Glucose,glc_D,prausnitzii,Other,Advanced_CRC,36.7354022526537,23.217812363131745,25,Faecalibacterium prausnitzii,True,False
Deoxycytidine,dcyt,prausnitzii,Other,Advanced_CRC,36.72259116279279,31.31446786541623,11,Faecalibacterium prausnitzii,True,False
Acetaldehyde,acald,faecis,Other,Advanced_CRC,36.72181011587329,24.992505126770705,9,faecis,False,True
Leucine,leu_L,prausnitzii,Amino Acid,Advanced_CRC,36.41654159633646,25.076455049144535,38,Faecalibacterium prausnitzii,True,False
Proton,h,intestini,Other,Advanced_CRC,36.306391665055884,18.095365469014823,3,intestini,True,False
Isoleucine,ile_L,prausnitzii,Amino Acid,Advanced_CRC,36.18756903809795,35.33725690714311,46,Faecalibacterium prausnitzii,True,False
Glutamate,glu_L,prausnitzii,Amino Acid,Advanced_CRC,36.18273254417856,27.259245540265006,10,Faecalibacterium prausnitzii,True,False
Butyrate,but,inulinivorans,SCFA,Advanced_CRC,36.02880736381573,21.933245249177237,22,Roseburia inulinivorans,True,False
CO2,co2,prausnitzii,Other,Advanced_CRC,35.82738019699069,22.781085178434157,14,Faecalibacterium prausnitzii,True,False
Deoxycytidine,dcyt,faecis,Other,Advanced_CRC,35.57636147943653,43.13326239661886,4,faecis,False,True
Glutamate,glu_L,bifidum,Amino Acid,Advanced_CRC,35.46570483799562,33.319763921891074,9,Bifidobacterium bifidum,False,True
Serine,ser_L,inulinivorans,Other,Advanced_CRC,35.2068045840491,11.838120616147062,6,Roseburia inulinivorans,True,False
Adenosine,adn,faecis,Other,Advanced_CRC,34.946497215115315,25.065664678793862,7,faecis,False,True
Water,h2o,inulinivorans,Other,Advanced_CRC,34.54411154454182,29.405324987247315,42,Roseburia inulinivorans,True,False
Phenylalanine,phe_L,wadsworthia,Other,Advanced_CRC,34.53462902340359,26.37710285838689,15,Bilophila wadsworthia,False,True
Threonine,thr_L,prausnitzii,Amino Acid,Advanced_CRC,33.937981237813304,24.293108792707283,67,Faecalibacterium prausnitzii,True,False
Ammonium,nh4,inulinivorans,Other,Advanced_CRC,33.68937724241318,19.673394307396823,15,Roseburia inulinivorans,True,False
12ppd_S,12ppd_S,bifidum,Other,Advanced_CRC,32.920637906130416,29.101120204410094,3,Bifidobacterium bifidum,False,True
Glycerol-3-Phosphate,glyc3p,onderdonkii,Other,Advanced_CRC,32.58964333623823,44.04594108595927,4,Alistipes onderdonkii,True,False
Proline,pro_L,intestini,Amino Acid,Advanced_CRC,32.46228595104156,,1,intestini,True,False
Proton,h,inulinivorans,Other,Advanced_CRC,32.181253934519845,28.63366857722129,22,Roseburia inulinivorans,True,False
Acetate,ac,wadsworthia,SCFA,Advanced_CRC,31.724339689272558,26.726444676448402,6,Bilophila wadsworthia,False,True
Hydrogen Sulfide,h2s,prausnitzii,Other,Advanced_CRC,31.598433505260914,31.45245751483556,6,Faecalibacterium prausnitzii,True,False
Cysteine,cys_L,hadrus,Other,Advanced_CRC,31.54669518351762,22.84944959022451,17,Anaerostipes hadrus,False,True
Valine,val_L,hadrus,Other,Advanced_CRC,31.507405227741003,23.02007697710501,51,Anaerostipes hadrus,False,True
Valine,val_L,onderdonkii,Other,Advanced_CRC,31.0989223167753,30.882333369548004,12,Alistipes onderdonkii,True,False
Proline,pro_L,faecis,Amino Acid,Advanced_CRC,30.650245586675712,17.781573888715997,2,faecis,False,True
Histidine,his_L,bifidum,Other,Advanced_CRC,30.52338070253869,24.53583380177613,8,Bifidobacterium bifidum,False,True
Aspartate,asp_L,bifidum,Amino Acid,Advanced_CRC,30.446608523285818,,1,Bifidobacterium bifidum,False,True
Propionate,ppa,faecis,SCFA,Advanced_CRC,30.366867599643143,,1,faecis,False,True
D-Arabinose,arab_D,bifidum,Other,Advanced_CRC,30.05294521084814,9.04057431271928,3,Bifidobacterium bifidum,False,True
Glycine,gly,hadrus,Amino Acid,Advanced_CRC,30.034929641724236,23.05820535822303,18,Anaerostipes hadrus,False,True
Proline,pro_L,hadrus,Amino Acid,Advanced_CRC,29.642588709023077,30.35662557024157,2,Anaerostipes hadrus,False,True
Glutamate,glu_L,wadsworthia,Amino Acid,Advanced_CRC,29.447617053665454,32.899323219699944,6,Bilophila wadsworthia,False,True
12ppd_S,12ppd_S,faecis,Other,Advanced_CRC,29.136510237287812,21.94027060618683,34,faecis,False,True
Phosphate,pi,wadsworthia,Other,Advanced_CRC,28.384853196889928,24.43025979956703,16,Bilophila wadsworthia,False,True
Glycine,gly,wadsworthia,Amino Acid,Advanced_CRC,27.04264197913555,27.475106726209372,14,Bilophila wadsworthia,False,True
Proton,h,bifidum,Other,Advanced_CRC,26.749983674365193,29.85927492905853,5,Bifidobacterium bifidum,False,True
rbflvrd,rbflvrd,prausnitzii,Other,Advanced_CRC,26.650296170696436,24.641526013142816,11,Faecalibacterium prausnitzii,True,False
Hydrogen Sulfide,h2s,hadrus,Other,Advanced_CRC,26.321989728680688,,1,Anaerostipes hadrus,False,True
